55.944425,-3.188396,ESE,55.94431019497029,-3.1881188361402466,63.281403,330.2368
55.94431019497029,-3.1881188361402466,NE,55.94452232700465,-3.187906704105891,176.2858,445.60004
55.94452232700465,-3.187906704105891,NE,55.944734459039005,-3.187694572071535,176.2858,444.35004
55.944734459039005,-3.187694572071535,ESE,55.944619654009294,-3.1874174082117817,176.2858,443.10004
55.944619654009294,-3.1874174082117817,SE,55.94440752197494,-3.187205276177426,176.2858,441.85004
55.94440752197494,-3.187205276177426,SSE,55.94413035811518,-3.1870904711477164,176.2858,440.60004
55.94413035811518,-3.1870904711477164,SSE,55.943853194255425,-3.186975666118007,176.2858,439.35004
55.943853194255425,-3.186975666118007,S,55.94355319425542,-3.186975666118007,249.06253,535.42725
55.94355319425542,-3.186975666118007,SSE,55.943276030395666,-3.1868608610882974,249.06253,534.17725
55.943276030395666,-3.1868608610882974,SSE,55.94299886653591,-3.186746056058588,367.939,633.55225
55.94299886653591,-3.186746056058588,ESE,55.9428840615062,-3.1864688921988344,367.939,632.30225
55.9428840615062,-3.1864688921988344,ESE,55.94276925647649,-3.186191728339081,367.939,631.05225
55.94276925647649,-3.186191728339081,E,55.94276925647649,-3.185891728339081,367.939,629.80225
55.94276925647649,-3.185891728339081,ESE,55.94265445144678,-3.1856145644793274,367.939,628.55225
55.94265445144678,-3.1856145644793274,E,55.94265445144678,-3.1853145644793273,430.56882,650.0573
55.94265445144678,-3.1853145644793273,NNE,55.942931615306534,-3.1851997594496178,446.87903,739.3494
55.942931615306534,-3.1851997594496178,ESE,55.942816810276824,-3.1849225955898643,446.87903,738.0994
55.942816810276824,-3.1849225955898643,NE,55.94302894231118,-3.1847104635555086,446.87903,736.8494
55.94302894231118,-3.1847104635555086,N,55.94332894231118,-3.1847104635555086,446.87903,735.5994
55.94332894231118,-3.1847104635555086,N,55.943628942311186,-3.1847104635555086,446.87903,734.3494
55.943628942311186,-3.1847104635555086,N,55.94392894231119,-3.1847104635555086,446.87903,733.0994
55.94392894231119,-3.1847104635555086,NNE,55.944206106170945,-3.184595658525799,446.87903,731.8494
55.944206106170945,-3.184595658525799,N,55.94450610617095,-3.184595658525799,446.87903,730.5994
55.94450610617095,-3.184595658525799,N,55.94480610617095,-3.184595658525799,482.2384,740.2956
55.94480610617095,-3.184595658525799,WNW,55.94492091120066,-3.1848728223855525,482.2384,739.0456
55.94492091120066,-3.1848728223855525,WNW,55.94503571623037,-3.185149986245306,482.2384,737.7956
55.94503571623037,-3.185149986245306,WNW,55.94515052126008,-3.1854271501050593,485.52316,820.9821
55.94515052126008,-3.1854271501050593,NW,55.94536265329444,-3.185639282139415,485.52316,819.7321
55.94536265329444,-3.185639282139415,NW,55.945574785328795,-3.185851414173771,485.52316,818.4821
55.945574785328795,-3.185851414173771,WNW,55.945689590358505,-3.1861285780335242,485.52316,817.2321
55.945689590358505,-3.1861285780335242,NW,55.94590172239286,-3.18634071006788,485.52316,815.9821
55.94590172239286,-3.18634071006788,WNW,55.94601652742257,-3.1866178739276334,565.88885,878.2469
55.94601652742257,-3.1866178739276334,W,55.94601652742257,-3.1869178739276336,565.88885,876.9969
55.94601652742257,-3.1869178739276336,WSW,55.94590172239286,-3.187195037787387,565.88885,875.7469
55.94590172239286,-3.187195037787387,W,55.94590172239286,-3.187495037787387,570.71936,900.04553
55.94590172239286,-3.187495037787387,SE,55.945689590358505,-3.1872829057530314,570.71936,898.79553
55.945689590358505,-3.1872829057530314,SE,55.94547745832415,-3.1870707737186756,570.71936,897.54553
55.94547745832415,-3.1870707737186756,SE,55.94526532628979,-3.18685864168432,648.74384,997.3399
55.94526532628979,-3.18685864168432,SW,55.945053194255436,-3.1870707737186756,648.74384,996.0899
55.945053194255436,-3.1870707737186756,W,55.945053194255436,-3.187370773718676,648.74384,994.8399
